target,gene,class,mechanism,family,group,organism
bla1_T.1,bla1,betalactams,Class_A_betalactamases,BLA1,bla1_T,Bacillaceae Bacillus Enterococcus
bla1_T.2,bla1,betalactams,Class_A_betalactamases,BLA1,bla1_T,Bacillus Enterococcus
bla1_T.3,bla1,betalactams,Class_A_betalactamases,BLA1,bla1_T,Bacillus Enterococcus
bla2_T,BcII,betalactams,Class_B_betalactamases,BCII,bla2_T,Bacillus Enterococcus Vibrio
bla2_T.1,BcII,betalactams,Class_B_betalactamases,BCII,bla2_T,Bacillus Enterococcus Vibrio [Bacillus
bla2_T.2,BcII,betalactams,Class_B_betalactamases,BCII,bla2_T,Bacillus Enterococcus Vibrio
blaACC-2_T,blaACC,betalactams,Class_C_betalactamases,ACC,blaACC-2_T,Citrobacter Enterobacter Enterobacteriaceae Escherichia Hafnia Klebsiella Kluyvera Proteus Salmonella 
blaACC-2_T.1,blaACC,betalactams,Class_C_betalactamases,ACC,blaACC-2_T,Citrobacter Enterobacter Enterobacteriaceae Escherichia Hafnia Klebsiella Kluyvera Proteus Salmonella 
blaACC-2_T.2,blaACC,betalactams,Class_C_betalactamases,ACC,blaACC-2_T,Citrobacter Enterobacter Enterobacteriaceae Escherichia Hafnia Klebsiella Kluyvera Proteus Salmonella 
blaACC-2_T.3,blaACC,betalactams,Class_C_betalactamases,ACC,blaACC-2_T,Citrobacter Enterobacter Enterobacteriaceae Escherichia Hafnia Klebsiella Kluyvera Proteus Salmonella 
blaACT_T,blaACT,betalactams,Class_C_betalactamases,ACT,blaACT_T,Acinetobacter Citrobacter Cronobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Pseudomonas Serratia Streptococcus
blaACT_T.1,blaACT,betalactams,Class_C_betalactamases,ACT,blaACT_T,Acinetobacter Citrobacter Cronobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Pseudomonas Serratia Streptococcus
blaACT_T.2,blaACT,betalactams,Class_C_betalactamases,ACT,blaACT_T,Acinetobacter Citrobacter Cronobacter Enterobacter Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Pseudomonas Serratia Streptococcus
blaACT_T.3,blaACT,betalactams,Class_C_betalactamases,ACT,blaACT_T,Acinetobacter Citrobacter Cronobacter Enterobacter Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Pseudomonas Streptococcus
blaACT_T.4,blaACT,betalactams,Class_C_betalactamases,ACT,blaACT_T,Acinetobacter Citrobacter Cronobacter Enterobacter Escherichia Flavobacterium Klebsiella Kluyvera_intermedia Pseudomonas Serratia Streptococcus
blaACT-159_NG,blaACT-159,betalactams,Class_C_betalactamases,ACT,blaACT-159_NG,Enterobacter Escherichia 
blaACT-53_NG,blaACT-53,betalactams,Class_C_betalactamases,ACT,blaACT-53_NG,Citrobacter Enterobacter Escherichia Flavobacterium Klebsiella
blaADC-10.family_T,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-10.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-10.family_T.2,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-10.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-10.family_T.3,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-10.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-10.family_T.4,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-10.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-10.family_T.5,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-10.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-127_NG,blaADC-127,betalactams,Class_C_betalactamases,ADC,blaADC-127_NG,Acinetobacter
blaADC-136_NG,blaADC-136,betalactams,Class_C_betalactamases,ADC,blaADC-136_NG,Acinetobacter
blaADC-138_NG,blaADC-138,betalactams,Class_C_betalactamases,ADC,blaADC-138_NG,Acinetobacter
blaADC-149_NG,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-149_NG,Acinetobacter
blaADC-15.family_T,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-15.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-15.family_T.1,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-15.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-15.family_T.2,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-15.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-15.family_T.3,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-15.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-15.family_T.4,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-15.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-15.family_T.5,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-15.family_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-193_NG,blaADC-193,betalactams,Class_C_betalactamases,ADC,blaADC-193_NG,Acinetobacter
blaADC-207_NG,blaADC-207,betalactams,Class_C_betalactamases,ADC,blaADC-207_NG,Acinetobacter
blaADC-207_NG_1,blaADC-207,betalactams,Class_C_betalactamases,ADC,blaADC-207_NG,Acinetobacter
blaADC-25_T.4,blaADC,betalactams,Class_C_betalactamases,ADC,blaADC-25_T,Acinetobacter Enterobacter Escherichia Klebsiella Pseudomonas Staphylococcus
blaADC-254_NG,blaADC-254,betalactams,Class_C_betalactamases,ADC,blaADC-254_NG,Acinetobacter
blaADC-254_NG_1,blaADC-254,betalactams,Class_C_betalactamases,ADC,blaADC-254_NG,Acinetobacter
blaADC-292_NG,blaADC-292,betalactams,Class_C_betalactamases,ADC,blaADC-292_NG,Acinetobacter
blaADC-335_NG,blaADC-335,betalactams,Class_C_betalactamases,ADC,blaADC-335_NG,Acinetobacter
blaADC-340_NG,blaADC-340,betalactams,Class_C_betalactamases,ADC,blaADC-340_NG,Acinetobacter
blaADC-340_NG_1,blaADC-340,betalactams,Class_C_betalactamases,ADC,blaADC-340_NG,Acinetobacter
blaADC-8_T,blaADC-8,betalactams,Class_C_betalactamases,ADC,blaADC-8_T,Acinetobacter
blaADC-8_T.1,blaADC-8,betalactams,Class_C_betalactamases,ADC,blaADC-8_T,Acinetobacter
blaADC-8_T.2,blaADC-8,betalactams,Class_C_betalactamases,ADC,blaADC-8_T,Acinetobacter
blaADC-8_T.3,blaADC-8,betalactams,Class_C_betalactamases,ADC,blaADC-8_T,Acinetobacter
blaADC-8_T.4,blaADC-8,betalactams,Class_C_betalactamases,ADC,blaADC-8_T,Acinetobacter
blaADC-8_T.5,blaADC-8,betalactams,Class_C_betalactamases,ADC,blaADC-8_T,Acinetobacter
blaADC-83_NG,blaADC-83,betalactams,Class_C_betalactamases,ADC,blaADC-83_NG,Acinetobacter
blaADC-84_NG,blaADC-84,betalactams,Class_C_betalactamases,ADC,blaADC-84_NG,Acinetobacter
blaADC-85_NG,blaADC-85,betalactams,Class_C_betalactamases,ADC,blaADC-85_NG,Acinetobacter
blaAIM-1_T,blaAIM-1/2,betalactams,Class_B_betalactamases,AIM,blaAIM-1_T,Pseudomonas Pseudoxanthomonas 
blaAIM-1_T.1,blaAIM-1/2,betalactams,Class_B_betalactamases,AIM,blaAIM-1_T,Pseudomonas Pseudoxanthomonas 
blaAIM-1_T.2,blaAIM-1/2,betalactams,Class_B_betalactamases,AIM,blaAIM-1_T,Pseudomonas Pseudoxanthomonas 
blaAIM-1_T.3,blaAIM-1/2,betalactams,Class_B_betalactamases,AIM,blaAIM-1_T,Pseudomonas Pseudoxanthomonas 
blaB_T,hugA,betalactams,Class_A_betalactamases,HUGA,blaB_T,Escherichia Proteus Providencia Vibrio
blaB_T.1,hugA,betalactams,Class_A_betalactamases,HUGA,blaB_T,Escherichia Proteus Providencia Vibrio
blaB_T.2,hugA,betalactams,Class_A_betalactamases,HUGA,blaB_T,Escherichia Proteus Providencia Vibrio
blaB_T.3,hugA,betalactams,Class_A_betalactamases,HUGA,blaB_T,Escherichia Proteus Providencia Vibrio
blaBEL_T,blaBEL,betalactams,Class_A_betalactamases,BEL,blaBEL_T,Citrobacter Klebsiella Pseudomonas Raoultella 
blaBEL_T.1,blaBEL,betalactams,Class_A_betalactamases,BEL,blaBEL_T,Citrobacter Klebsiella Pseudomonas Raoultella 
blaBEL_T.2,blaBEL,betalactams,Class_A_betalactamases,BEL,blaBEL_T,Citrobacter Klebsiella Pseudomonas Raoultella 
blaBEL_T.3,blaBEL,betalactams,Class_A_betalactamases,BEL,blaBEL_T,Citrobacter Klebsiella Pseudomonas Raoultella 
blaBES-1_T,blaBES-1,betalactams,Class_A_betalactamases,BES,blaBES-1_T,Serratia
blaBES-1_T.1,blaBES-1,betalactams,Class_A_betalactamases,BES,blaBES-1_T,Serratia
blaBES-1_T.2,blaBES-1,betalactams,Class_A_betalactamases,BES,blaBES-1_T,Serratia
blaBES-1_T.3,blaBES-1,betalactams,Class_A_betalactamases,BES,blaBES-1_T,Serratia
blaBIC_T,blaBIC-1/2,betalactams,Class_A_betalactamases,BIC,blaBIC_T,Pseudomonas
blaBIC_T.1,blaBIC-1/2,betalactams,Class_A_betalactamases,BIC,blaBIC_T,Pseudomonas
blaBIC_T.2,blaBIC-1/2,betalactams,Class_A_betalactamases,BIC,blaBIC_T,Pseudomonas
blaBIC_T.3,blaBIC-1/2,betalactams,Class_A_betalactamases,BIC,blaBIC_T,Pseudomonas
blaBIC_T.4,blaBIC-1/2,betalactams,Class_A_betalactamases,BIC,blaBIC_T,Pseudomonas
blaBPS_T.1,blaPEN-I,betalactams,Class_A_betalactamases,PENI,blaBPS_T,Burkholderia
blaBPS_T.2,blaPEN-I,betalactams,Class_A_betalactamases,PENI,blaBPS_T,Burkholderia
blaBPS_T.3,blaPEN-I,betalactams,Class_A_betalactamases,PENI,blaBPS_T,Burkholderia
blaCARB-5_T,blaCARB,betalactams,Class_A_betalactamases,CARB,blaCARB-5_T,Acinetobacter Moraxella Oligella Proteus Psychrobacter Vibrio 
blaCARB-5_T.1,blaCARB,betalactams,Class_A_betalactamases,CARB,blaCARB-5_T,Acinetobacter Moraxella Oligella Proteus Psychrobacter Vibrio 
blaCARB-5_T.2,blaCARB,betalactams,Class_A_betalactamases,CARB,blaCARB-5_T,Acinetobacter Moraxella Oligella Proteus Psychrobacter Vibrio 
blaCARB-5_T.3,blaCARB,betalactams,Class_A_betalactamases,CARB,blaCARB-5_T,Acinetobacter Moraxella Oligella Proteus Psychrobacter Vibrio 
blaCcrA_or_CfiA_T,cfiA,betalactams,Class_B_betalactamases,CFIA,blaCcrA_or_CfiA_T,Bacteroides Escherichia 
blaCcrA_or_CfiA_T.1,cfiA,betalactams,Class_B_betalactamases,CCRA,blaCcrA_or_CfiA_T,Bacteroides Escherichia
blaCcrA_or_CfiA_T.2,cfiA,betalactams,Class_B_betalactamases,CFIA,blaCcrA_or_CfiA_T,Bacteroides Escherichia 
blaCFE_T.2,blaCFE-1,betalactams,Class_C_betalactamases,CFE,blaCFE_T,Citrobacter Escherichia
blaCFE_T.3,blaCFE-1,betalactams,Class_C_betalactamases,CFE,blaCFE_T,Citrobacter Escherichia 
blaCFE_T.4,blaCFE-1,betalactams,Class_C_betalactamases,CFE,blaCFE_T,Citrobacter Escherichia 
blaCFE-1_NG,blaCFE-1,betalactams,Class_C_betalactamases,CFE,blaCFE-1_NG,Citrobacter Escherichia 
blaCGB-1_T,blaCGB-1,betalactams,Class_B_betalactamases,IND,blaCGB-1_T,Chryseobacterium
blaCGB-1_T.1,blaCGB-1,betalactams,Class_B_betalactamases,IND,blaCGB-1_T,Chryseobacterium
blaCGB-1_T.2,blaCGB-1,betalactams,Class_B_betalactamases,IND,blaCGB-1_T,Chryseobacterium
blaCME_T,blaCME,betalactams,Class_A_betalactamases,CME,blaCME_T,Elizabethkingia
blaCME_T.1,blaCME,betalactams,Class_A_betalactamases,CME,blaCME_T,Elizabethkingia
blaCME_T.2,blaCME,betalactams,Class_A_betalactamases,CME,blaCME_T,Elizabethkingia
blaCME_T.3,blaCME,betalactams,Class_A_betalactamases,CME,blaCME_T,Elizabethkingia
blaCMY-100_NG,blaCMY,betalactams,Class_C_betalactamases,CMY,blaCMY-100_NG,Citrobacter Escherichia 
blaCMY-190_NG,blaCMY-190,betalactams,Class_C_betalactamases,CFE,blaCMY-190_NG,Citrobacter Escherichia mixed 
blaCTX-M-13_T,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-13_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pasteurella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shigella Staphylococcus Vibrio
blaCTX-M-13_T.1,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-13_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shigella Staphylococcus Vibrio
blaCTX-M-15_T,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-15_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Providencia Pseudomonas Salmonella Serratia Shigella Staphylococcus Vibrio
blaCTX-M-15_T.1,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-15_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Shigella Staphylococcus Vibrio
blaCTX-M-15_T.2,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-15_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Providencia Pseudomonas Raoultella Salmonella Serratia Shigella Staphylococcus Vibrio
blaCTX-M-15_T.3,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-15_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Providencia Pseudomonas Raoultella Salmonella Serratia Shigella Staphylococcus Vibrio
blaCTX-M-2_T,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-2_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Staphylococcus Vibrio
blaCTX-M-2_T.1,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-2_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Morganella Phytobacter Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Staphylococcus Vibrio
blaCTX-M-2_T.2,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-2_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Proteus Providencia Pseudomonas Raoultella Salmonella Serratia Staphylococcus Vibrio mixed
blaCTX-M-25_T,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-25_T,Acinetobacter Aeromonas Citrobacter Cytobacillus Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Morganella Pantoea Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Staphylococcus Vibrio 
blaCTX-M-25_T.1,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-25_T,Acinetobacter Aeromonas Citrobacter Cytobacillus Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Morganella Pantoea Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Staphylococcus Vibrio
blaCTX-M-25_T.2,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-25_T,Acinetobacter Aeromonas Citrobacter Cytobacillus Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Morganella Pantoea Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Staphylococcus Vibrio
blaCTX-M-25_T.3,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-25_T,Acinetobacter Aeromonas Citrobacter Cytobacillus Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Morganella Pantoea Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Staphylococcus Vibrio 
blaCTX-M-8_T.3,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-8_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Morganella Pantoea Pluralibacter Providencia Pseudomonas Salmonella Serratia Staphylococcus Vibrio
blaCTX-M-9_T,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-9_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Morganella Pluralibacter Proteus Providencia Pseudomonas Salmonella Serratia Shigella Staphylococcus Vibrio
blaCTX-M-9_T.2,blaCTX-M,betalactams,Class_A_betalactamases,CTX,blaCTX-M-9_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera_intermedia Leclercia Mixta Morganella Pluralibacter Providencia Pseudomonas Raoultella Salmonella Serratia Staphylococcus Vibrio
blaDES_T,blaDES-1,betalactams,Class_A_betalactamases,DES,blaDES_T,Desulfovibrio
blaDES_T.1,blaDES-1,betalactams,Class_A_betalactamases,DES,blaDES_T,Desulfovibrio
blaDES_T.2,blaDES-1,betalactams,Class_A_betalactamases,DES,blaDES_T,Desulfovibrio
blaDES_T.3,blaDES-1,betalactams,Class_A_betalactamases,DES,blaDES_T,Desulfovibrio
blaDHA-2_NG,blaDHA-2,betalactams,Class_C_betalactamases,DHA,blaDHA-2_NG,Citrobacter Enterobacter Escherichia Klebsiella Leclercia Morganella Oceanimonas Proteus Pseudescherichia Raoultella 
blaDIM_T,blaDIM-1,betalactams,Class_B_betalactamases,DIM,blaDIM_T,Enterobacter Pseudomonas Stutzerimonas
blaDIM_T.1,blaDIM-1,betalactams,Class_B_betalactamases,DIM,blaDIM_T,Enterobacter Pseudomonas Stutzerimonas
blaDIM_T.2,blaDIM-1,betalactams,Class_B_betalactamases,DIM,blaDIM_T,Enterobacter Pseudomonas Stutzerimonas
blaDIM_T.3,blaDIM-1,betalactams,Class_B_betalactamases,DIM,blaDIM_T,Enterobacter Pseudomonas Stutzerimonas
blaEBR-1_T,blaEBR,betalactams,Class_B_betalactamases,EBR,blaEBR-1_T,Empedobacter
blaEBR-1_T.1,blaEBR-1/2,betalactams,Class_B_betalactamases,EBR,blaEBR-1_T,Empedobacter
blaERP_T,blaERP-1,betalactams,Class_A_betalactamases,ERP,blaERP_T,Erwinia
blaERP_T.1,blaERP-1,betalactams,Class_A_betalactamases,ERP,blaERP_T,Erwinia
blaERP_T.2,blaERP-1,betalactams,Class_A_betalactamases,ERP,blaERP_T,Erwinia
blaERP_T.3,blaERP-1,betalactams,Class_A_betalactamases,ERP,blaERP_T,Erwinia
blaERP_T.4,blaERP-1,betalactams,Class_A_betalactamases,ERP,blaERP_T,Erwinia
blaFAR_T,blaFAR-1,betalactams,Class_A_betalactamases,FAR1,blaFAR_T,Nocardia
blaFAR_T.1,blaFAR-1,betalactams,Class_A_betalactamases,FAR1,blaFAR_T,Nocardia
blaFAR_T.2,blaFAR-1,betalactams,Class_A_betalactamases,FAR1,blaFAR_T,Nocardia
blaFOX-1_T,blaFOX,betalactams,Class_C_betalactamases,FOX,blaFOX-1_T,Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Providencia Pseudomonas Salmonella Serratia
blaFOX-1_T.1,blaFOX,betalactams,Class_C_betalactamases,FOX,blaFOX-1_T,Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Providencia Pseudomonas Salmonella Serratia
blaFOX-1_T.2,blaFOX,betalactams,Class_C_betalactamases,FOX,blaFOX-1_T,Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Providencia Pseudomonas Salmonella Serratia
blaFOX-1_T.3,blaFOX,betalactams,Class_C_betalactamases,FOX,blaFOX-1_T,Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Kluyvera_intermedia Providencia Pseudomonas Salmonella Serratia
blaFOX-18_NG,blaFOX-18,betalactams,Class_C_betalactamases,FOX,blaFOX-18_NG,Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Providencia Pseudomonas Serratia
blaGES_T,blaGES,betalactams,Class_A_betalactamases,GES,blaGES_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Pseudomonas Raoultella Serratia Stenotrophomonas 
blaGES_T.1,blaGES,betalactams,Class_A_betalactamases,GES,blaGES_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Pseudomonas Raoultella Serratia Stenotrophomonas
blaGES_T.2,blaGES,betalactams,Class_A_betalactamases,GES,blaGES_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Pseudomonas Raoultella Serratia 
blaGES_T.3,blaGES,betalactams,Class_A_betalactamases,GES,blaGES_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Klebsiella Morganella Pseudomonas Raoultella Serratia Stenotrophomonas 
blaGES-7_T.2,blaGES,betalactams,Class_A_betalactamases,GES,blaGES-7_T,Acinetobacter Aeromonas Citrobacter Enterobacter Escherichia Fluviibacter Klebsiella Pseudomonas Raoultella Serratia Stenotrophomonas 
blaGIM-1_T,blaGIM-1/2,betalactams,Class_B_betalactamases,GIM,blaGIM-1_T,Achromobacter Acinetobacter Citrobacter Ectopseudomonas Enterobacter Escherichia Pseudomonas Serratia
blaGIM-1_T.1,blaGIM-1/2,betalactams,Class_B_betalactamases,GIM,blaGIM-1_T,Achromobacter Acinetobacter Citrobacter Ectopseudomonas Enterobacter Escherichia Klebsiella Pseudomonas Serratia
blaGOB_T,blaGOB,betalactams,Class_B_betalactamases,GOB,blaGOB_T,Elizabethkingia
blaGOB_T.1,blaGOB,betalactams,Class_B_betalactamases,GOB,blaGOB_T,Elizabethkingia
blaGOB_T.2,blaGOB,betalactams,Class_B_betalactamases,GOB,blaGOB_T,Elizabethkingia
blaHERA_T,blaHER-1/4,betalactams,Class_A_betalactamases,HERA,blaHERA_T,Atlantibacter Escherichia Salmonella
blaHERA_T.1,blaHER,betalactams,Class_A_betalactamases,HERA,blaHERA_T,Atlantibacter Escherichia Salmonella
blaHERA_T.2,blaHER,betalactams,Class_A_betalactamases,HERA,blaHERA_T,Atlantibacter Escherichia Salmonella
blaHERA_T.3,blaHER-1/4,betalactams,Class_A_betalactamases,HERA,blaHERA_T,Atlantibacter Escherichia Salmonella
blaIMI-3_or_nmc_T,blaIMI,betalactams,Class_A_betalactamases,IMI,blaIMI-3_or_nmc_T,Enterobacter Escherichia Klebsiella Raoultella 
blaIMI-3_or_nmc_T.2,blaIMI,betalactams,Class_A_betalactamases,IMI,blaIMI-3_or_nmc_T,Enterobacter Escherichia Klebsiella Raoultella 
blaIMP-1_T,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-1_T,Acinetobacter Aeromonas Aquipseudomonas Brucella Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Morganella Providencia Pseudomonas Serratia Stutzerimonas 
blaIMP-1_T.1,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-1_T,Acinetobacter Aeromonas Aquipseudomonas Brucella Citrobacter Enterobacter Escherichia Klebsiella Kluyvera Providencia Pseudomonas Serratia Stutzerimonas 
blaIMP-1_T.2,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-1_T,Acinetobacter Aeromonas Aquipseudomonas Brucella Citrobacter Enterobacter Escherichia Klebsiella Providencia Pseudomonas Serratia Stutzerimonas 
blaIMP-1_T.3,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-1_T,Acinetobacter Aeromonas Aquipseudomonas Citrobacter Enterobacter Escherichia Klebsiella Providencia Pseudomonas Serratia Stutzerimonas 
blaIMP-100_NG,blaIMP-100,betalactams,Class_B_betalactamases,IMP,blaIMP-100_NG,Acinetobacter Aquipseudomonas Citrobacter Enterobacter Klebsiella Providencia Pseudomonas Stenotrophomonas bacterium
blaIMP-11.family_T,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-11.family_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Brucella Citrobacter Comamonas Ectopseudomonas Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia Stenotrophomonas 
blaIMP-11.family_T.1,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-11.family_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Brucella Citrobacter Comamonas Ectopseudomonas Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia Stenotrophomonas
blaIMP-11.family_T.2,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-11.family_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Brucella Citrobacter Comamonas Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia Stenotrophomonas
blaIMP-12.family_T,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-12.family_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Brucella Citrobacter Comamonas Ectopseudomonas Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia Stenotrophomonas
blaIMP-12.family_T.1,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-12.family_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Providencia Pseudomonas Serratia
blaIMP-12.family_T.2,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-12.family_T,Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Providencia Pseudomonas Serratia
blaIMP-12.family_T.3,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-12.family_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Brucella Citrobacter Comamonas Ectopseudomonas Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia Stenotrophomonas 
blaIMP-14_T,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-14_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Brucella Citrobacter Comamonas Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia Stenotrophomonas 
blaIMP-14_T.1,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-14_T,Achromobacter Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Providencia Pseudomonas Serratia
blaIMP-14_T.2,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-14_T,Achromobacter Acinetobacter Citrobacter Enterobacter Escherichia Klebsiella Providencia Pseudomonas Serratia
blaIMP-2_T,blaIMP,betalactams,Class_B_betalactamases,IMP,blaIMP-2_T,Achromobacter Acinetobacter Aeromonas Alcaligenes Brucella Citrobacter Comamonas Enterobacter Escherichia Klebsiella Leclercia Providencia Pseudomonas Serratia Stenotrophomonas
